Region, District No, District, School No, NCES School Number, School, Email, Title, Status, School Type, Address, Address2, Address3, Address4, City, State, Zipcode, Zip+4, Phone1, Phone2, Fax, Grade Levels, Categories
SOUTHWEST CORE REGIONAL OFFICE,570,MADISON COUNTY,140,4.70E+11,East Elementary School,afbrabham@jmcss.org,Principal: Amanda Brabham,A,Public,2480 Ashport RD,,,,Jackson,TN,38305,,,,(731) 988-3866,"PK,K,1,2,3,4,5",
SOUTHWEST CORE REGIONAL OFFICE,570,MADISON COUNTY,142,4.70E+11,North Parkway Middle School,llbraswell@jmcss.org,Principal: LaDonna Braswell,A,Public,1341 North PKWY,,,,Jackson,TN,38305,,,,(731) 427-2591,"6,7,8",
SOUTHWEST CORE REGIONAL OFFICE,570,MADISON COUNTY,144,4.70E+11,Jackson Career Technology Magnet Elementary,jewalker@jmcss.org,Principal: James Walker,A,Public,668 Lexington AVE,,,,Jackson,TN,38305,,,,(731) 427-2334,"4,5,6,7,8",
SOUTHWEST CORE REGIONAL OFFICE,985,ACHIEVEMENT SCHOOL DISTRICT,10,4.70E+11,Westside Middle School,rodney.peterson@fraysercs.org,Principal: Dr. Rodney Peterson,A,Public Charter,3389 Dawn DR,,,,Memphis,TN,38127,,(901) 440-4011,,(901) 416-03701,"6,7,8",
SOUTHWEST CORE REGIONAL OFFICE,792,MEMPHIS-SHELBY COUNTY SCHOOLS,7209,4.70E+11,Primary Prepatory,,Principal: Towanda Peete,A,Pre-Kindergarten Program,3274 Range Line ,,,,Memphis,TN,38127,,(901) 358-6535,,,P4,
SOUTHWEST CORE REGIONAL OFFICE,792,MEMPHIS-SHELBY COUNTY SCHOOLS,2053,4.70E+11,William Herbert Brewster Elementary School,askewal@scsk12.org,Principal: Dr. Angela Askew,A,Public,2605 Sam Cooper Blvd ,,,,Memphis,TN,38112,2707,(901) 416-7150,,,"PK,K,1,2,3,4,5",
SOUTHWEST CORE REGIONAL OFFICE,792,MEMPHIS-SHELBY COUNTY SCHOOLS,8232,4.70E+11,Soulsville Charter School,nbrown@tscsmemphis.org,Principal: NeShante Brown,A,Public Charter,1115 College ST,,,,Memphis,TN,38106,3338,(901) 261-6366,,,"6,7,8,9,10,11,12",
SOUTHWEST CORE REGIONAL OFFICE,792,MEMPHIS-SHELBY COUNTY SCHOOLS,8228,4.70E+11,Southern Avenue Charter School Of Academic Excellence Creative Arts,kpharr@sacsmemphis.org,Principal: Kelly Pharr,A,Public Charter,2221 Democrat RD,,,,Memphis,TN,38132,,(901) 743-7335,,,"K,1,2,3,4,5",
SOUTHWEST CORE REGIONAL OFFICE,792,MEMPHIS-SHELBY COUNTY SCHOOLS,8225,4.70E+11,Promise Academy,kmalone@promiseacademy.com,Principal: Dr. Kiasi Malone,A,Public Charter,1346 Bryan ST,,,,Memphis,TN,38108,,(901) 324-4456,,,"PK,K,1,2,3,4,5",
SOUTHWEST CORE REGIONAL OFFICE,792,MEMPHIS-SHELBY COUNTY SCHOOLS,8215,4.70E+11,Memphis Business Academy Middle,shunskis.hamilton@mbaexecutives.org,Principal: Shunskis Hamilton,A,Public Charter,3306 Overton Crossing ,,,,Memphis,TN,38134,,(901) 357-2711,,,"6,7,8",
SOUTHWEST CORE REGIONAL OFFICE,792,MEMPHIS-SHELBY COUNTY SCHOOLS,8238,4.70E+11,KIPP Memphis Collegiate Middle,tpruitt@kippmemphis.org,Principal: Tim Pruitt,A,Public Charter,2110 Howell ,,,,Memphis,TN,38108,,(901) 791-9390,,(901) 416-0383,"6,7,8",
SOUTHWEST CORE REGIONAL OFFICE,792,MEMPHIS-SHELBY COUNTY SCHOOLS,8258,4.70E+11,KIPP Memphis Academy Middle,mharris-mccall@kippmemphis.org,Principal: Melissa Harris-McCall,A,Public Charter,2110 Howell ,,,,Memphis,TN,38108,,(901) 791-9793,,,"6,7,8",
SOUTHWEST CORE REGIONAL OFFICE,792,MEMPHIS-SHELBY COUNTY SCHOOLS,8260,4.70E+11,Memphis Grizzlies Preparatory Charter School,pcouch@grizzliesprep.org,Principal: Parker Couch,A,Public Charter,168 Jefferson AVE,,,,Memphis,TN,38103,,(901) 474-0955,,,"5,6,7,8",
SOUTHWEST CORE REGIONAL OFFICE,792,MEMPHIS-SHELBY COUNTY SCHOOLS,8262,4.70E+11,KIPP Memphis Collegiate Elementary,jjenifer@kippmemphis.org,Principal: Jeff Jenifer,A,Public Charter,230 Henry AVE,,,,Memphis,TN,38107,,(901) 791-9391,,,"K,1,2,3,4,5",
SOUTHWEST CORE REGIONAL OFFICE,792,MEMPHIS-SHELBY COUNTY SCHOOLS,2835,4.70E+11,Grandview Heights Middle School,barberd@scsk12.org,Principal: DeArtis Barber,A,Public,2342 Clifton Rd ,,,,Memphis,TN,38127,8259,(901) 416-3940,,(901) 416-3923,"6,7,8",
SOUTHWEST CORE REGIONAL OFFICE,792,MEMPHIS-SHELBY COUNTY SCHOOLS,178,4.70E+11,Southwind High,hardimancr@scsk12.org,Principal: Christopher R Hardiman,A,Public,7900 E Shelby Dr ,,,,Memphis,TN,38125,,(901) 752-2881,,,"9,10,11,12",
SOUTHWEST CORE REGIONAL OFFICE,792,MEMPHIS-SHELBY COUNTY SCHOOLS,7210,4.70E+11,Campus Kids Corner,,Principal: Mary Palmer,A,Pre-Kindergarten Program,5983 Macon Cove ,,,,Memphis,TN,38134,,(901) 333-4500,,(901) 333-4633,"P4,P3",
SOUTHWEST CORE REGIONAL OFFICE,792,MEMPHIS-SHELBY COUNTY SCHOOLS,7211,4.70E+11,Early Childhood Education,,Principal: Mary Palmer,A,Pre-Kindergarten Program,717 Beale ST,,,,Memphis,TN,38104,,(901) 333-5233,,(901) 333-5237,"P4,P3",
SOUTHWEST CORE REGIONAL OFFICE,792,MEMPHIS-SHELBY COUNTY SCHOOLS,2373,4.70E+11,Kingsbury Middle,gilliamtr@scsk12.org,Principal: Tarcia Gilliam,A,Public,1276 N Graham St ,,,,Memphis,TN,38122,1511,(901) 416-6040,,,"6,7,8",
SOUTHWEST CORE REGIONAL OFFICE,792,MEMPHIS-SHELBY COUNTY SCHOOLS,8217,4.70E+11,Memphis Business Academy High School,menthia.bradley@mbaexecutives.org,Principal: Menthia P. Bradley,A,Public Charter,3306 Overton Crossing ,,,,Memphis,TN,38127,,(901) 357-8680,,,"9,10,11,12",
SOUTHWEST CORE REGIONAL OFFICE,792,MEMPHIS-SHELBY COUNTY SCHOOLS,8220,4.70E+11,Power Center Academy Middle,mwright@powercenteracademy.org,Principal: Michelle Jones-Wright,A,Public Charter,6120 Winchester RD,,,,Memphis,TN,38115,4014,(901) 333-6874,,,"6,7,8",
SOUTHWEST CORE REGIONAL OFFICE,792,MEMPHIS-SHELBY COUNTY SCHOOLS,2543,4.70E+11,Oakhaven Middle,diggstw@scsk12.org,Principal: Tonya Diggs,A,Public,3125 Ladbrook Rd ,,,,Memphis,TN,38108,8229,(901) 416-2380,,,"6,7,8",
SOUTHWEST CORE REGIONAL OFFICE,792,MEMPHIS-SHELBY COUNTY SCHOOLS,7213,4.70E+11,Early Childhood Programs,BondA2@mcsk12.net,Principal: Aubrey Bond,A,Pre-Kindergarten Program,3782 Jackson AVE,,,,Memphis,TN,38112,,(901) 416-4250,,,P4,
SOUTHWEST CORE REGIONAL OFFICE,240,FAYETTE COUNTY PUBLIC SCHOOLS,26,4.70E+11,Fayette Ware Comprehensive High School,jason.newman@fcsk12.net,Principal: Jason Newman,A,Public,13520 Hwy 59 West ,,,,Somerville,TN,38068,,(901) 465-9838,,,"9,10,11,12",
SOUTHWEST CORE REGIONAL OFFICE,240,FAYETTE COUNTY PUBLIC SCHOOLS,46,4.70E+11,La Grange Moscow Elementary,courtney.breeden@fcsk12.net,Principal: Courtney Breeden,A,Public,"15655 Highway 57, East ",,,,Moscow,TN,38057,,(901) 877-6854,,,"PK,K,1,2,3,4,5",
SOUTHWEST CORE REGIONAL OFFICE,240,FAYETTE COUNTY PUBLIC SCHOOLS,60,4.70E+11,Oakland Elementary,Kelly.Todd@fcsk12.net,Principal: Kelly Todd,A,Public,14925 Hwy 194 North ,,,,Oakland,TN,38060,,(901) 465-3804,,(901) 465-1284,"PK,K,1,2,3,4,5",
SOUTHWEST CORE REGIONAL OFFICE,240,FAYETTE COUNTY PUBLIC SCHOOLS,70,4.70E+11,Southwest Elementary,fabre.ford@fcsk12.net,Principal: Dr. Fabre Ford,A,Public,8095 Highway 194 ,,,,Williston,TN,38076,,(901) 465-8317,,,"PK,K,1,2,3,4,5",
SOUTHWEST CORE REGIONAL OFFICE,120,CHESTER COUNTY,5,4.70E+11,Chester County Middle School,tommie.kirk@chestercountyschools.org,Principal: Tommie Kirk,A,Public,634 East Main ST,,,,Henderson,TN,38340,,(731) 989-8110,,,"4,5",
SOUTHWEST CORE REGIONAL OFFICE,120,CHESTER COUNTY,8,4.70E+11,Chester County High School,Clay.Murley@chestercountyschools.org,Principal: Mr. Clay Murley,A,Public,552 East Main ST,,,,Henderson,TN,38340,,(731) 989-8125,,,"9,10,11,12",
SOUTHWEST CORE REGIONAL OFFICE,120,CHESTER COUNTY,10,4.70E+11,Chester County Junior High School,belinda.anderson@chestercountyschools.org,Principal: Dr. Belinda Anderson,A,Public,930 East Main ST,,,,Henderson,TN,38340,,(731) 989-8135,,,"6,7,8",
SOUTHWEST CORE REGIONAL OFFICE,120,CHESTER COUNTY,15,4.70E+11,East Chester Elementary School,kim.scott@chestercountyschools.org,Principal: Kim Scott,A,Public,708 East Main ST,,,,Henderson,TN,38340,,(731) 989-8145,,(731) 989-8147,"PK,K,1,2,3",
SOUTHWEST CORE REGIONAL OFFICE,120,CHESTER COUNTY,25,4.70E+11,Jacks Creek Elementary,tangie.sweatman@chestercountyschools.org,Principal: Tangie Sweatman,A,Public,65 State Route 22A ,,,,Jacks Creek,TN,38347,,(731) 989-8155,,,"K,1,2,3",
SOUTHWEST CORE REGIONAL OFFICE,120,CHESTER COUNTY,30,4.70E+11,W Chester Elementary School,amy.wooley@chestercountyschools.org,Principal: Amy Wooley,A,Public,1243 West Main ST,,,,Henderson,TN,38340,,(731) 989-8150,,,"K,1,2,3",
SOUTHWEST CORE REGIONAL OFFICE,200,DECATUR COUNTY,5,4.70E+11,Decaturville Elementary,melinda.thompson@decaturschools.org,Principal: Melinda Thompson,A,Public,820 South West ST,,,,Decaturville,TN,38329,,(731) 852-4616,,,"PK,K,1,2,3,4,5",
SOUTHWEST CORE REGIONAL OFFICE,200,DECATUR COUNTY,10,4.70E+11,Parsons Elementary,Scott.King@decaturschools.org,Principal: Mr. Jeffery Scott King,A,Public,182 West 4th ST,,,,Parsons,TN,38363,,(731) 847-7317,,,"P4,P3,K,1,2,3,4",
SOUTHWEST CORE REGIONAL OFFICE,200,DECATUR COUNTY,20,4.70E+11,Decatur County Middle School,Keith.Walker@decaturschools.org,Principal: Keith Walker,A,Public,2740 Hwy 641 South ,,,,Parsons,TN,38363,,(731) 847-6510,,,"5,6,7,8",
SOUTHWEST CORE REGIONAL OFFICE,350,HARDEMAN COUNTY SCHOOLS,5,4.70E+11,Bolivar Elementary,rutherfordj1@hardemancountyschools.org,Principal: James Rutherford,A,Public,445  Nuckolls  RD,,,,Bolivar,TN,38008,,(731) 658-3981,,(731) 658-2641,"PK,K,1,2,3,4,5",
SOUTHWEST CORE REGIONAL OFFICE,350,HARDEMAN COUNTY SCHOOLS,10,4.70E+11,Bolivar Middle School,maysb@hardemancountyschools.org,Principal: Brian Mays,A,Public,915 Pruitt ST,,,,Bolivar,TN,38008,,(731) 658-3656,,,"6,7,8",
SOUTHWEST CORE REGIONAL OFFICE,350,HARDEMAN COUNTY SCHOOLS,15,4.70E+11,Central High School,polkm2@hardemancountyschools.org,Principal: Mary Ann Polk,A,Public,313  Harris  ST,,,,Bolivar,TN,38008,,(731) 658-3151,,,"9,10,11,12",
SOUTHWEST CORE REGIONAL OFFICE,350,HARDEMAN COUNTY SCHOOLS,25,4.70E+11,Grand Junction Elementary,lbuggs@hardemancountyschools.org,Principal: Linda Buggs,A,Public,750 Pledge ST,,,,Grand Junction,TN,38039,6392,(731) 764-2841,,,"PK,K,1,2,3,4,5,6",
SOUTHWEST CORE REGIONAL OFFICE,350,HARDEMAN COUNTY SCHOOLS,30,4.70E+11,Hornsby Elementary,kesslert@hardemancountyschools.org,Principal: Ted Kessler,A,Public,50 Church ST,,,,Hornsby,TN,38044,,(731) 658-5707,,,"PK,K,1,2,3,4,5,6,7,8",
SOUTHWEST CORE REGIONAL OFFICE,350,HARDEMAN COUNTY SCHOOLS,35,4.70E+11,Middleton Elementary,gravesc@hardemancountyschools.org,Principal: Christy Graves,A,Public,180 Robin CIR,,,,Middleton,TN,38052,,(731) 376-0160,,,"PK,K,1,2,3,4,5,6",
SOUTHWEST CORE REGIONAL OFFICE,350,HARDEMAN COUNTY SCHOOLS,40,4.70E+11,Middleton High School,cardwelld@hardemancountyschools.org,Principal: Darlene Cardwell,A,Public,138 Florida AVE,,,,Middleton,TN,38052,,(731) 376-8391,,,"7,8,9,10,11,12",
SOUTHWEST CORE REGIONAL OFFICE,350,HARDEMAN COUNTY SCHOOLS,45,4.70E+11,Toone Elementary,cranfordc@hardemancountyschools.org,Principal: Chris Cranford,A,Public,160 Neely ST,,,,Toone,TN,38381,,(731) 658-5606,,,"PK,K,1,2,3,4,5,6,7,8",
SOUTHWEST CORE REGIONAL OFFICE,490,LAUDERDALE COUNTY,20,4.70E+11,Halls Elementary School,Campbell-acampbell@k12.lced.net,Principal: Andy Campbell,A,Public,601  Carmen  ST,,,,Halls,TN,38040,,(731) 836-9651,,(731) 836-5573,"PK,K,1,2,3,4,5,6",
SOUTHWEST CORE REGIONAL OFFICE,490,LAUDERDALE COUNTY,23,4.70E+11,Halls High School,amorgan@k12.lced.net,Principal: Amy Morgan,A,Public,800 West  Tigrett ST,,,,Halls,TN,38040,,(731) 836-9642,,,"9,10,11,12",
SOUTHWEST CORE REGIONAL OFFICE,490,LAUDERDALE COUNTY,24,4.70E+11,Halls Junior High School,mblackwood@k12.lced.net,Principal: Mike Blackwood,A,Public,800 West  Tigrett ST,,,,Halls,TN,38040,,(731) 836-5579,,(731) 836-5579,"7,8",
SOUTHWEST CORE REGIONAL OFFICE,490,LAUDERDALE COUNTY,25,4.70E+11,Ripley Middle School,canderson@k12.lced.net,Principal: Cindy Anderson,A,Public,309 Charles Griggs AVE,,,,Ripley,TN,38063,,(731) 635-1391,,(731) 635-0028,"6,7,8",
SOUTHWEST CORE REGIONAL OFFICE,490,LAUDERDALE COUNTY,40,4.70E+11,Ripley High School,sbyrd@k12.lced.net,Principal: Stephen Byrd,A,Public,254  Jefferson  ST,,,,Ripley,TN,38063,,(731) 635-2642,,(731) 635-7151,"9,10,11,12",
SOUTHWEST CORE REGIONAL OFFICE,490,LAUDERDALE COUNTY,50,4.70E+11,Ripley Primary,cdupree@k12.lced.net,Principal: Chantay Dupree,A,Public,225  Volz  RD,,,,Ripley,TN,38063,,(731) 635-0691,,(731) 635-0312,"PK,K,1,2",
SOUTHWEST CORE REGIONAL OFFICE,490,LAUDERDALE COUNTY,55,4.70E+11,Ripley Elementary,jnewman@k12.lced.net,Principal: Jessica Newman,A,Public,"100 Hwy  19, East AVE",,,,Ripley,TN,38063,,(731) 221-3066,,(731) 221-3055,"3,4,5",
SOUTHWEST CORE REGIONAL OFFICE,350,HARDEMAN COUNTY SCHOOLS,55,4.70E+11,Whiteville Elementary,crispc2@hardemancountyschools.org,Principal: Cedric Crisp,A,Public,"2510 Highway 64, East ",,,,Whiteville,TN,38075,,(731) 254-8013,,,"PK,K,1,2,3,4,5,6,7,8",
SOUTHWEST CORE REGIONAL OFFICE,360,HARDIN COUNTY,15,4.70E+11,Hardin County High School,william.mcadams@hctnschools.com,Principal: William McAdams,A,Public,909 South Pickwick RD,,,,Savannah,TN,38372,,(731) 925-3976,,(731) 925-7407,"9,10,11,12",
SOUTHWEST CORE REGIONAL OFFICE,360,HARDIN COUNTY,17,4.70E+11,Hardin County Middle School,duane.eliff@hctnschools.com,Principal: Dr. Duane Eliff,A,Public,299  Lacefield  DR,,,,Savannah,TN,38372,,(731) 925-9037,,(731) 925-0253,"6,7,8",
SOUTHWEST CORE REGIONAL OFFICE,360,HARDIN COUNTY,45,4.70E+11,Parris South Elementary,todd.harrison@hctnschools.com,Principal: Todd Harrison,A,Public,169  Lacefield  DR,,,,Savannah,TN,38372,,(731) 925-2480,,(731) 925-4022,"PK,K,1,2,3,4,5",
SOUTHWEST CORE REGIONAL OFFICE,360,HARDIN COUNTY,50,4.70E+11,Pickwick Southside School,jennifer.burks@hctnschools.com,Principal: Jennifer Burks,A,Public,1970  Hwy  57 ,,,,Counce,TN,38326,,(731) 689-5185,,(731) 689-5214,"P4,K,1,2,3,4,5,6,7,8",
SOUTHWEST CORE REGIONAL OFFICE,360,HARDIN COUNTY,67,4.70E+11,West Hardin Elementary,carmen.blankenship@hctnschools.com,Principal: Carmen Blankenship,A,Public,25105 Highway 69 South ,,,,Adamsville,TN,38310,,(731) 632-0413,,(731) 632-0253,"K,1,2,3,4,5",
SOUTHWEST CORE REGIONAL OFFICE,380,HAYWOOD COUNTY,5,4.70E+11,Anderson Early Childhood,chris.haliburton@hcsk12.net,Principal: Christopher Haliburton,A,Public,620 West Main ,,,,Brownsville,TN,38012,,(731) 772-9053,,,"PK,K",
SOUTHWEST CORE REGIONAL OFFICE,380,HAYWOOD COUNTY,25,4.70E+11,East Side Elementary,tressy.halbrook@hcsk12.net,Principal: Tressy Halbrook,A,Public,1315  East  Jefferson ,,,,Brownsville,TN,38012,,(731) 772-1233,,(731) 772-0991,"3,4",
SOUTHWEST CORE REGIONAL OFFICE,380,HAYWOOD COUNTY,35,4.70E+11,Haywood Elementary,anna.roberts@hcsk12.net,Principal: Anna Roberts,A,Public,313 N  Grand AVE,,,,Brownsville,TN,38012,,(731) 772-0732,,(731) 772-1995,"1,2",
SOUTHWEST CORE REGIONAL OFFICE,380,HAYWOOD COUNTY,40,4.70E+11,Haywood High School,brittany.avent@hcsk12.net,Principal: Brittany Avent,A,Public,1175  E  College ,,,,Brownsville,TN,38012,,(731) 772-1845,,,"9,10,11,12",
SOUTHWEST CORE REGIONAL OFFICE,380,HAYWOOD COUNTY,45,4.70E+11,Haywood Middle School,michelle.tillman@hcsk12.net,Principal: Michelle Tillman,A,Public,1201  Haralson  ,,,,Brownsville,TN,38037,,(731) 772-3265,,(731) 772-3352,"7,8",
SOUTHWEST CORE REGIONAL OFFICE,390,HENDERSON COUNTY,39,4.70E+11,Scotts Hill High School,ivy.beverly@hcschoolstn.org,Principal: Beverly Ivy,A,Public,7871 Highway 100 ,,,,Reagan,TN,38368,,(731) 549-2909,,(731) 549-2909,"9,10,11,12",
SOUTHWEST CORE REGIONAL OFFICE,390,HENDERSON COUNTY,5,4.70E+11,Bargerton Elementary,taylor.shannon@hcschoolstn.org,Principal: Shannon Taylor,A,Public,6141 Poplar  Springs/Bargerton RD,,,,Lexington,TN,38351,,(731) 968-7484,,(731) 968-9498,"P4,K,1,2,3,4,5,6,7,8",
SOUTHWEST CORE REGIONAL OFFICE,390,HENDERSON COUNTY,10,4.70E+11,Beaver Elementary,stone.david@hcschoolstn.org,Principal: David Stone,A,Public,"19830 Highway 22, North ",,,,Wildersville,TN,38388,,(731) 968-2109,,(731) 968-9706,"P4,K,1,2,3,4,5,6,7,8",
SOUTHWEST CORE REGIONAL OFFICE,390,HENDERSON COUNTY,15,4.70E+11,Lexington High School,lindsey.steve@hcschoolstn.org,Principal: Mr. Steve Lindsey,A,Public,284  White  ST,,,,Lexington,TN,38351,,(731) 968-2961,,(731) 968-9399,"9,10,11,12",
SOUTHWEST CORE REGIONAL OFFICE,390,HENDERSON COUNTY,20,4.70E+11,Pin Oak Elementary,meyer.steven@hcschoolstn.org,Principal: Steve Meyer,A,Public,19925 Hwy 412 East ,,,,Lexington,TN,38351,,(731) 968-7341,,(731) 968-9490,"P4,K,1,2,3,4,5,6,7,8",
SOUTHWEST CORE REGIONAL OFFICE,390,HENDERSON COUNTY,40,4.70E+11,South Haven Elementary,coffman.stephanie@hcschoolstn.org,Principal: Stephanie Coffman,A,Public,5455 Highway 22 A ,,,,Lexington,TN,38351,,(731) 968-6890,,(731) 968-9705,"P4,P3,PK,K,1,2,3,4,5,6,7,8",
SOUTHWEST CORE REGIONAL OFFICE,390,HENDERSON COUNTY,45,4.70E+11,Westover Elementary,maynard.renee@hcschoolstn.org,Principal: Renee Maynard,A,Public,300 Crucifer RD,,,,Huron,TN,38345,,(731) 968-9846,,(731) 968-9699,"P4,P3,PK,K,1,2,3,4,5,6,7,8",
SOUTHWEST CORE REGIONAL OFFICE,390,HENDERSON COUNTY,50,4.70E+11,South Side Elementary,johnson.martin@hcschoolstn.org,Principal: Marty Johnson,A,Public,29855 Hwy  104 South ,,,,Reagan,TN,38368,,(731) 549-3718,,(731) 549-2105,"P4,K,1,2,3,4,5,6,7,8",
SOUTHWEST CORE REGIONAL OFFICE,391,LEXINGTON,10,4.70E+11,Lexington Middle School,owensw@caywood.org,Principal: Whitney Owens,A,Public,112 Airways ,,,,Lexington,TN,38351,,(731) 968-8457,,,"6,7,8",
SOUTHWEST CORE REGIONAL OFFICE,550,MCNAIRY COUNTY,5,4.70E+11,Adamsville Elementary,combsd@mcnairy.org,Principal: Danny Combs,A,Public,220 South Elm ,,,,Adamsville,TN,38310,,(731) 439-4137,,,"PK,K,1,2,3,4,5,6,7,8",
SOUTHWEST CORE REGIONAL OFFICE,550,MCNAIRY COUNTY,10,4.70E+11,Adamsville High School,killingsworths@mcnairy.org,Principal: Mr. Steve Killingsworth,A,Public,815 West Main ,,,,Adamsville,TN,38310,,(731) 439-4122,,,"9,10,11,12",
SOUTHWEST CORE REGIONAL OFFICE,550,MCNAIRY COUNTY,15,4.70E+11,Bethel Springs Elementary,mooret@mcnairy.org,Principal: Terry Moore,A,Public,4733 Main ,,,,Bethel Springs,TN,38315,,(731) 934-7288,,,"P4,K,1,2,3,4,5,6,7,8",
SOUTHWEST CORE REGIONAL OFFICE,550,MCNAIRY COUNTY,20,4.70E+11,McNairy Central High School,pyronj@mcnairy.org,Principal: Jerry Pyron,A,Public,493 High School Road ,,,,Selmer,TN,38375,,(731) 645-3226,,(731) 645-8014,"9,10,11,12",
SOUTHWEST CORE REGIONAL OFFICE,550,MCNAIRY COUNTY,25,4.70E+11,Michie Elementary,alredm@mcnairy.org,Principal: Dr. Matt Alred,A,Public,6418 Hwy 57 East ,,,,Michie,TN,38357,,(731) 439-4135,,,"PK,K,1,2,3,4,5,6,7,8",
SOUTHWEST CORE REGIONAL OFFICE,550,MCNAIRY COUNTY,30,4.70E+11,Ramer Elementary,kisers@mcnairy.org,Principal: Dr. Sondra Kiser,A,Public,4173 Hwy 57 West ,,,,Ramer,TN,38367,,(731) 645-3996,,,"P4,P3,K,1,2,3,4,5,6,7,8",
SOUTHWEST CORE REGIONAL OFFICE,550,MCNAIRY COUNTY,40,4.70E+11,Selmer Elementary,seagoj@mcnairy.org,Principal: Jerry Seago,A,Public,533  East  Poplar Avenue ,,,,Selmer,TN,38375,,(731) 645-3131,,,"PK,K,1,2,3,4",
SOUTHWEST CORE REGIONAL OFFICE,550,MCNAIRY COUNTY,45,4.70E+11,Selmer Middle School,armstrongb@mcnairy.org,Principal: Dr. Brenda Armstrong,A,Public,635 East Poplar Avenue ,,,,Selmer,TN,38375,,(731) 645-7977,,,"6,7,8",
SOUTHWEST CORE REGIONAL OFFICE,570,MADISON COUNTY,102,4.70E+11,South Elementary,slnelson@jmcss.org,Principal: Ms. Scott Nelson,A,Public,570  Stone  RD,,,,Pinson,TN,38366,,(731) 988-5413,,(731) 988-5463,"P4,PK,P3,K,1,2,3,4,5",
SOUTHWEST CORE REGIONAL OFFICE,840,TIPTON COUNTY,50,4.70E+11,Munford High School,cfee@tipton-county.com,Principal: Courtney Fee,A,Public,1080  McLaughlin  DR,,,,Munford,TN,38058,,(901) 837-5701,,(901) 837-5729,"9,10,11,12",
SOUTHWEST CORE REGIONAL OFFICE,840,TIPTON COUNTY,60,4.70E+11,Tipton County Alternative Learning Center,cbounds@tipton-county.com,Principal: Cetrice Bounds,A,Public,800 Bert Johnston AVE,,,,Covington,TN,38019,,(901) 475-3502,,(901) 476-4612,"K,1,2,3,4,5,6,7,8,9,10,11,12",
SOUTHWEST CORE REGIONAL OFFICE,840,TIPTON COUNTY,7,4.70E+11,Brighton Elementary,lavery@tipton-county.com,Principal: Latoya Avery,A,Public,1201 Old Highway 51 South ,,,,Brighton,TN,38011,,(901) 837-5860,,(901) 837-5879,"PK,K,1,2,3,4,5",
SOUTHWEST CORE REGIONAL OFFICE,840,TIPTON COUNTY,12,4.70E+11,Brighton Middle School,rwilley@tipton-county.com,Principal: Alan Willey,A,Public,7785  Hwy  51 South ,,,,Brighton,TN,38011,,(901) 837-5600,,(901) 837-5625,"6,7,8",
SOUTHWEST CORE REGIONAL OFFICE,840,TIPTON COUNTY,13,4.70E+11,Crestview Middle School,cmorris@tipton-county.com,Principal: Dr. Christopher Morris,A,Public,201 Mark A. Walker BLVD,,,,Covington,TN,38019,,(901) 475-5900,,(901) 475-2607,"6,7,8",
SOUTHWEST CORE REGIONAL OFFICE,840,TIPTON COUNTY,15,4.70E+11,Covington High School,mmcclain@tipton-county.com,Principal: Mark McClain,A,Public,803 South College ,,,,Covington,TN,38019,,(901) 475-5853,,(901) 476-5778,"9,10,11,12",
SOUTHWEST CORE REGIONAL OFFICE,840,TIPTON COUNTY,17,4.70E+11,Crestview Elementary,aadams@tipton-county.com,Principal: Anne Adams,A,Public,151 Mark A. Walker BLVD,,,,Covington,TN,38019,,(901) 475-5925,,(901) 475-2632,"PK,K,1,2,3,4,5",
STATE AGENCIES/SPECIAL SCHOOLS,971,DEPARTMENT OF CORRECTION,95,,Trousdale Turner Correctional Center,Kenneth.Bailey@corecivic.com,Principal: Kenneth Bailey,A,Public,140 Macon Way ,,,,Hartsville,TN,37074,,(615) 808-0400 ext. 80574,,(615) 808-0499,N,
STATE AGENCIES/SPECIAL SCHOOLS,972,DEPT OF MENTAL HEALTH,10,,Middle Tn Mental Health Institute,,Principal: Susan Stinematz,A,State Special School,221 Stewart Ferry PIKE,,,,Nashville,TN,37214,,(615) 902-7400,,,"1,2,3,4,5,6,7,8,9,10,11,12",
STATE AGENCIES/SPECIAL SCHOOLS,970,DEPARTMENT OF CHILDREN'S SERVICES EDUCATION DIVISION,45,4.70E+11,Wilder Youth Development Center,Tireca.Thompson@tn.gov,Principal: Tireca Thompson,A,State Special School,13870 Hwy 59 ,,,,Somerville,TN,38068,,(901) 465-7359,,(901) 465-7363,"6,7,8,9,10,11,12",
STATE AGENCIES/SPECIAL SCHOOLS,970,DEPARTMENT OF CHILDREN'S SERVICES EDUCATION DIVISION,140,,DCS Affiliated Schools,timothy.cooper@tn.gov,Principal: Dr. Timothy Cooper,A,State Special School," UBS Tower, 315 Deaderick ST",10th Floor,,,Nashville,TN,37243,,(615) 532-2996,,(615) 741-7322,"K,1,2,3,4,5,6,7,8,9,10,11,12",
UPPER CUMBERLAND CORE REGIONAL OFFICE,800,SMITH COUNTY,35,4.70E+11,New Middleton Elementary,Fryes1@smithcoedu.net,Principal: Shawn Frye,A,Public,402 New Middleton HWY,,,,Gordonsville,TN,38563,,(615) 683-8411,,(615) 683-8422,"PK,K,1,2",
UPPER CUMBERLAND CORE REGIONAL OFFICE,800,SMITH COUNTY,45,4.70E+11,Smith County High School,apples@smithcoedu.net,Principal: Scott Apple,A,Public,312 Fite AVE,,,,Carthage,TN,37030,,(615) 735-9219,,(615) 735-0756,"9,10,11,12",
